seats,mm,pg,vs
4,0.042709207,0.085418413,"(0.5317387866727271, 0.7457707490657955, 0.8118330380749408, 0.7686379024706476)"
3,0.059124924,0.118249848,"(0.7657871113007902, 0.48609227883872114, 0.8118330380749408, 0.7686379024706476)"
4,0.018746768,0.037493536,"(0.7657871113007902, 0.5801538836849992, 0.8118330380749408, 0.7011868831818098)"
4,0.04759577,0.09519154,"(0.7657871113007902, 0.5096786399167577, 0.8118330380749408, 0.7461076467325876)"
4,0.007941928,0.015883857,"(0.7657871113007902, 0.5988159787540113, 0.8118330380749408, 0.6766296195281604)"
4,0.041495087,0.082990173,"(0.7657871113007902, 0.5210833818008777, 0.8118330380749408, 0.7331096553234703)"
4,0.04264759,0.085295179,"(0.8094103383329648, 0.5210833818008777, 0.7679744232494434, 0.7331096553234703)"
4,0.032914998,0.065829995,"(0.7106310180290866, 0.5210833818008777, 0.7679744232494434, 0.8258620689655173)"
4,0.027060502,0.054121004,"(0.7106310180290866, 0.533337760658786, 0.756810819357472, 0.8258620689655173)"
4,0.025464877,0.050929753,"(0.7106310180290866, 0.8278945401224806, 0.756810819357472, 0.5376877902803124)"
4,-0.013952512,0.027905025,"(0.7106310180290866, 0.8278945401224806, 0.6848135719612229, 0.6233600994046783)"
4,-0.014803898,0.029607796,"(0.8343868965113328, 0.7137178320231692, 0.6848135719612229, 0.6233600994046783)"
4,-0.021596952,0.043193903,"(0.7000181532131188, 0.847859432761186, 0.6848135719612229, 0.6233600994046783)"
4,-0.019643034,0.039286068,"(0.6393991261954871, 0.847859432761186, 0.7532482703525617, 0.6233600994046783)"
4,-0.013103969,0.026207938,"(0.8363252167387484, 0.6540211703796572, 0.7532482703525617, 0.6233600994046783)"
4,-0.010475856,0.020951712,"(0.8314469893950746, 0.6540211703796572, 0.758882493790806, 0.6233600994046783)"
4,-0.011885737,0.023771474,"(0.8337026991918564, 0.6540211703796572, 0.7554986806190883, 0.6233600994046783)"
4,-0.013271745,0.02654349,"(0.8337026991918564, 0.6540211703796572, 0.7530704148471615, 0.6264758664285199)"
4,0.020656275,0.04131255,"(0.8337026991918564, 0.7194687727349041, 0.7530704148471615, 0.5562113874142374)"
4,0.032353089,0.064706179,"(0.8337026991918564, 0.7473645383792556, 0.7530704148471615, 0.5373198963601266)"
4,0.030902449,0.061804898,"(0.8357948670463139, 0.7436541447806257, 0.7530704148471615, 0.5373198963601266)"
4,0.037156977,0.074313954,"(0.8213871984749616, 0.7542645887569392, 0.7530704148471615, 0.5373198963601266)"
4,0.020712037,0.041424073,"(0.6356097504895555, 0.7542645887569392, 0.7530704148471615, 0.7196520711474407)"
4,0.020690985,0.04138197,"(0.6356097504895555, 0.7542645887569392, 0.7521263255200736, 0.7205119542802446)"
4,0.02558336,0.051166719,"(0.7971402973859515, 0.5731645441169009, 0.7521263255200736, 0.7205119542802446)"
4,-0.003111213,0.006222426,"(0.7041218876135741, 0.6849523683708368, 0.7521263255200736, 0.7205119542802446)"
4,0.025147648,0.050295297,"(0.8013978314289673, 0.5706498548347961, 0.7521263255200736, 0.7205119542802446)"
4,0.025296778,0.050593556,"(0.7197546783403946, 0.5706498548347961, 0.7521263255200736, 0.8000440361238267)"
4,0.02545699,0.050913981,"(0.7197546783403946, 0.7522121886776763, 0.5700948690203579, 0.8000440361238267)"
4,0.027601488,0.055202976,"(0.7197546783403946, 0.7522121886776763, 0.8071641770348363, 0.5543967386140838)"
4,0.022576903,0.045153807,"(0.8171436514969852, 0.7522121886776763, 0.7096358153894927, 0.5543967386140838)"
4,0.021296587,0.042593174,"(0.8098980115413542, 0.7522121886776763, 0.7096358153894927, 0.5667636447280425)"
4,0.011155072,0.022310144,"(0.6961434408398133, 0.7522121886776763, 0.8369716964209114, 0.5667636447280425)"
4,0.009882879,0.019765758,"(0.6961434408398133, 0.7509621490929401, 0.8369716964209114, 0.5706023772297036)"
4,0.017693884,0.035387769,"(0.6961434408398133, 0.766039717029577, 0.8369716964209114, 0.5544359236823116)"
4,-0.008636102,0.017272205,"(0.6520261314488864, 0.766039717029577, 0.8369716964209114, 0.6156385615709277)"
4,-0.010680667,0.021361334,"(0.6520261314488864, 0.7624932831810854, 0.8416035208874912, 0.6156385615709277)"
4,0.033108816,0.066217633,"(0.7362317397904586, 0.7624932831810854, 0.8416035208874912, 0.524686237051808)"
4,0.033005683,0.066011367,"(0.841699115602289, 0.7624932831810854, 0.7359148029515404, 0.524686237051808)"
4,0.033385031,0.066770062,"(0.7368161253435798, 0.7624932831810854, 0.8410830481992049, 0.524686237051808)"
4,0.001508968,0.010217628,"(0.5971682635516472, 0.7624932831810854, 0.8410830481992049, 0.6817939001385573)"
4,0.019603008,0.039206017,"(0.5603959432499879, 0.7624932831810854, 0.8410830481992049, 0.7173977417067335)"
4,-0.000478218,0.000956437,"(0.5910518949500416, 0.7624932831810854, 0.8410830481992049, 0.6677287860332928)"
4,0.023693341,0.047386682,"(0.7230465666929755, 0.7624932831810854, 0.8410830481992049, 0.5496834374169068)"
4,0.034142811,0.068285621,"(0.7446107502588722, 0.7624932831810854, 0.8410830481992049, 0.5294497430029735)"
4,0.034150401,0.068300802,"(0.7642551128249613, 0.7428792825867803, 0.8410830481992049, 0.5294497430029735)"
4,-0.008927792,0.017855584,"(0.7642551128249613, 0.6107308584686775, 0.8410830481992049, 0.6518476264586308)"
4,0.027443962,0.054887925,"(0.7642551128249613, 0.7198306015963855, 0.8410830481992049, 0.5332268167437719)"
4,0.00752574,0.015051479,"(0.7642551128249613, 0.5860504040460841, 0.8410830481992049, 0.6929812977666265)"
4,0.007453622,0.014907243,"(0.8411983242431428, 0.5860504040460841, 0.7640819173699095, 0.6929812977666265)"
4,0.012579097,0.025158193,"(0.7003163072003337, 0.5860504040460841, 0.7640819173699095, 0.8280314343032114)"
4,0.013552208,0.027104416,"(0.7003163072003337, 0.8332686471721058, 0.7640819173699095, 0.5769207456695671)"
4,0.012861674,0.025723348,"(0.7003163072003337, 0.8206609764733357, 0.7640819173699095, 0.592290551256709)"
4,0.015341512,0.030683024,"(0.7003163072003337, 0.8206609764733357, 0.7690312398529001, 0.58732052249097)"
4,0.041307069,0.082614138,"(0.7485179967296413, 0.8206609764733357, 0.7690312398529001, 0.531659984428323)"
4,0.025054615,0.050109229,"(0.7485179967296413, 0.8206609764733357, 0.7429560934630242, 0.5705946550434858)"
4,0.041183596,0.082367191,"(0.7485179967296413, 0.8206609764733357, 0.7669784873474669, 0.5301011250064634)"
4,9.62E-05,0.003400175,"(0.6608653016941608, 0.8206609764733357, 0.7669784873474669, 0.6067981237913449)"
4,0.046726191,0.093452381,"(0.7623353591710671, 0.8206609764733357, 0.7669784873474669, 0.5217481073640743)"
4,0.040271605,0.080543209,"(0.7623353591710671, 0.754340907408778, 0.8338417403415284, 0.5217481073640743)"
4,0.040267038,0.080534075,"(0.7623353591710671, 0.754340907408778, 0.8338196944062799, 0.5217884217656029)"
4,0.040364126,0.080728253,"(0.7623353591710671, 0.754340907408778, 0.8306962743348106, 0.5245234867214291)"
4,0.039864757,0.079729514,"(0.7623353591710671, 0.7533289391829843, 0.831681783824641, 0.5245234867214291)"
4,0.027877079,0.055754157,"(0.5509970692947422, 0.7533289391829843, 0.831681783824641, 0.7408582283211194)"
4,0.027845505,0.055691009,"(0.5509970692947422, 0.7548023354280875, 0.831681783824641, 0.7392585358586757)"
4,0.028067129,0.056134257,"(0.832884634935218, 0.7548023354280875, 0.5489077222719376, 0.7392585358586757)"
4,0.032355043,0.064710087,"(0.832884634935218, 0.5431314729821116, 0.7661777459945529, 0.7392585358586757)"
4,0.034448833,0.068897666,"(0.832884634935218, 0.7709074122117601, 0.5394859821083156, 0.7392585358586757)"
4,0.034763711,0.069527422,"(0.7386181929822317, 0.7709074122117601, 0.5394859821083156, 0.830984779316591)"
4,0.034838626,0.069677252,"(0.7386181929822317, 0.7709074122117601, 0.5562494454568412, 0.8139216566462333)"
4,0.034794248,0.069588496,"(0.7386181929822317, 0.7709074122117601, 0.8331929109917725, 0.5371557023705907)"
4,0.035432632,0.070865264,"(0.7386181929822317, 0.5355238229499404, 0.8331929109917725, 0.771829069444814)"
4,0.03580526,0.07161052,"(0.7386181929822317, 0.5355238229499404, 0.83246742778421, 0.7725940985350839)"
4,0.035582111,0.071164221,"(0.7385616714228175, 0.536359899989725, 0.83246742778421, 0.7725940985350839)"
4,0.047127513,0.094255026,"(0.7564704610691424, 0.5080870799055025, 0.83246742778421, 0.7725940985350839)"
4,0.046202559,0.092405117,"(0.7564704610691424, 0.821602221018016, 0.5226521039599525, 0.7725940985350839)"
4,0.043613628,0.087227257,"(0.7564704610691424, 0.5735693072396413, 0.7641474580936789, 0.7725940985350839)"
4,0.027556653,0.055113305,"(0.7564704610691424, 0.6038175011201142, 0.7301677486330749, 0.7725940985350839)"
4,0.046528754,0.093057508,"(0.7564704610691424, 0.5102554681421285, 0.832694075389369, 0.7725940985350839)"
4,0.046796597,0.093593195,"(0.7747381332816863, 0.5102554681421285, 0.832694075389369, 0.755397800141829)"
4,-0.017949145,0.03589829,"(0.6319608361098565, 0.6374605314750738, 0.832694075389369, 0.755397800141829)"
4,-0.019108846,0.038217693,"(0.7552493828334581, 0.6374605314750738, 0.832694075389369, 0.6384698384730715)"
4,0.036187038,0.072374077,"(0.7552493828334581, 0.5204712708467187, 0.832694075389369, 0.7426641170929236)"
4,0.03614994,0.072299881,"(0.7550223935863828, 0.5204712708467187, 0.832694075389369, 0.7427427143100608)"
4,0.039017317,0.078034633,"(0.7550223935863828, 0.7590825680924757, 0.832694075389369, 0.5253416202560717)"
4,0.034851365,0.069702731,"(0.5263651429730588, 0.7590825680924757, 0.832694075389369, 0.7393821119124304)"
4,0.033569482,0.067138963,"(0.5324965484479149, 0.7600864379361132, 0.832694075389369, 0.7393821119124304)"
4,0.033896322,0.067792644,"(0.5842566295851435, 0.7600864379361132, 0.7796266322935967, 0.7393821119124304)"
4,0.033619727,0.067239455,"(0.8108184838194683, 0.7600864379361132, 0.5541711567760396, 0.7393821119124304)"
4,0.051714708,0.103429417,"(0.8108184838194683, 0.7833372086264023, 0.50504200293773, 0.7393821119124304)"
4,0.04861478,0.097229561,"(0.8108184838194683, 0.5162733897657841, 0.782168882878822, 0.7393821119124304)"
4,0.041117457,0.082234914,"(0.7683844776033684, 0.5162733897657841, 0.8270233726096194, 0.7393821119124304)"
4,-0.014314196,0.028628392,"(0.6327814820578506, 0.663165957934224, 0.8270233726096194, 0.7393821119124304)"
4,-0.012936507,0.025873014,"(0.6327814820578506, 0.7601236285914182, 0.8270233726096194, 0.6479351982566028)"
4,-0.018588009,0.037176018,"(0.6327814820578506, 0.7601236285914182, 0.6367706363883694, 0.8384648184357005)"
4,-0.007178323,0.014356645,"(0.6070700347140305, 0.7601236285914182, 0.656697934232715, 0.8384648184357005)"
4,0.009874708,0.019749417,"(0.5687839158717853, 0.7601236285914182, 0.6866239395057174, 0.8384648184357005)"
4,0.003316383,0.006632766,"(0.6741030477642408, 0.7601236285914182, 0.5824963263894891, 0.8384648184357005)"
4,0.003205821,0.006411641,"(0.7577523101384931, 0.6760321175055921, 0.5824963263894891, 0.8384648184357005)"
4,-0.014849047,0.029698094,"(0.7577523101384931, 0.6264861703016629, 0.6478024912136905, 0.8384648184357005)"
4,-0.011972037,0.023944073,"(0.7577523101384931, 0.8457307263055672, 0.6478024912136905, 0.607712221893032)"
4,0.016209664,0.032419329,"(0.7577523101384931, 0.8457307263055672, 0.6965279150546441, 0.5437108413804512)"
4,-0.019712455,0.03942491,"(0.7577523101384931, 0.8457307263055672, 0.6211359616832949, 0.6302645568611969)"
4,0.008728391,0.017456781,"(0.7577523101384931, 0.8457307263055672, 0.6800250915502509, 0.5571331129194128)"
4,-0.007808378,0.015616757,"(0.7577523101384931, 0.8457307263055672, 0.5964896877594024, 0.6532345902075282)"
4,0.015866995,0.03173399,"(0.7577523101384931, 0.8002525024799351, 0.5964896877594024, 0.702457860476239)"
4,0.00950993,0.01901986,"(0.7577523101384931, 0.8139116128494204, 0.5964896877594024, 0.6906887109994942)"
4,0.005928317,0.011856634,"(0.7502988226578223, 0.8139116128494204, 0.6033626535093882, 0.6906887109994942)"
4,0.005597749,0.011195498,"(0.7502988226578223, 0.8139116128494204, 0.6951202312953952, 0.6091164455344603)"
4,-0.001928575,0.004716515,"(0.7502988226578223, 0.8139116128494204, 0.6257136710410909, 0.6816121618324923)"
4,-0.001953997,0.004180042,"(0.7502988226578223, 0.681024844050163, 0.6257136710410909, 0.8134259851466151)"
4,0.037432064,0.074864129,"(0.7502988226578223, 0.5484068167437072, 0.7612622364272584, 0.8134259851466151)"
4,-0.010517222,0.021034444,"(0.7502988226578223, 0.6402071575955508, 0.6612654320987654, 0.8134259851466151)"
4,-0.009426687,0.018853374,"(0.7527061101269165, 0.6382523053418454, 0.6612654320987654, 0.8134259851466151)"
4,-0.00932932,0.01865864,"(0.7529259126015171, 0.6380826392179993, 0.6612654320987654, 0.8134259851466151)"
4,-0.009481709,0.018963418,"(0.7529259126015171, 0.6380826392179993, 0.8141782459964279, 0.661408137186199)"
4,-0.010528226,0.021056452,"(0.6399201705943464, 0.7505773760216216, 0.8141782459964279, 0.661408137186199)"
4,-0.011537984,0.023075969,"(0.8239601075923514, 0.7505773760216216, 0.6341773428830828, 0.661408137186199)"
4,-0.010867358,0.021734715,"(0.7519522908913429, 0.8226525155958843, 0.6341773428830828, 0.661408137186199)"
4,0.031151023,0.062302046,"(0.7519522908913429, 0.8226525155958843, 0.7358354569615151, 0.5405311395313094)"
4,0.013798282,0.027596563,"(0.7519522908913429, 0.8226525155958843, 0.7143581366529601, 0.5884647849628394)"
4,0.013728304,0.027456607,"(0.7517904223374503, 0.822770559432471, 0.7143581366529601, 0.5884647849628394)"
4,0.013397855,0.02679571,"(0.8235071412290563, 0.7512052092456495, 0.7143581366529601, 0.5884647849628394)"
4,0.040169698,0.080339397,"(0.8235071412290563, 0.7512052092456495, 0.758015036524892, 0.5250343107880849)"
4,0.036951211,0.073902421,"(0.7522007879842967, 0.7512052092456495, 0.8305668442523849, 0.5250343107880849)"
4,0.039352082,0.078704165,"(0.5205647565737588, 0.7512052092456495, 0.8305668442523849, 0.757334720983249)"
4,0.037099769,0.074199538,"(0.7567099503832692, 0.7512052092456495, 0.8305668442523849, 0.528949238824243)"
4,0.044851207,0.089702414,"(0.7567099503832692, 0.5161044204562463, 0.8305668442523849, 0.7693661424664346)"
4,0.043745225,0.087490449,"(0.7567099503832692, 0.5161044204562463, 0.767049817389508, 0.832674448888837)"
4,0.040153262,0.080306523,"(0.7567099503832692, 0.5178932844439532, 0.7544708291220206, 0.832674448888837)"
4,0.01331214,0.02662428,"(0.5682010083206952, 0.6996531878982091, 0.7544708291220206, 0.832674448888837)"
4,0.013974074,0.027948148,"(0.5682010083206952, 0.8310119771141891, 0.7544708291220206, 0.7006384528685708)"
4,0.010156107,0.020312214,"(0.5834017458368795, 0.8310119771141891, 0.7543996982368759, 0.7006384528685708)"
4,0.008401483,0.016802966,"(0.5834017458368795, 0.8350629389676842, 0.7543996982368759, 0.697670918463333)"
4,0.007875098,0.015750197,"(0.8337639289163912, 0.5868062944503556, 0.7543996982368759, 0.697670918463333)"
4,0.009286944,0.018573887,"(0.8306480697462916, 0.5868062944503556, 0.7543996982368759, 0.7002024409375995)"
4,0.018599915,0.037199831,"(0.8306480697462916, 0.5598928498523145, 0.7543996982368759, 0.7105408828634423)"
4,0.016461106,0.032922212,"(0.8306480697462916, 0.5598928498523145, 0.7551177064094098, 0.7012676366431698)"
4,0.030593897,0.061187794,"(0.7804903457566232, 0.5598928498523145, 0.7994895436432914, 0.7012676366431698)"
4,0.030891093,0.061782186,"(0.7054123616575357, 0.5598928498523145, 0.7994895436432914, 0.7775344043384453)"
4,0.03605224,0.072104479,"(0.7054123616575357, 0.5598928498523145, 0.787870521913075, 0.7891810756260884)"
4,0.015635623,0.031271245,"(0.8302882871661104, 0.5598928498523145, 0.787870521913075, 0.6648531051755974)"
4,0.012068122,0.024136245,"(0.8302882871661104, 0.7819798840789844, 0.5682722123454749, 0.6648531051755974)"
4,0.02141086,0.042821719,"(0.8108274466213109, 0.7819798840789844, 0.5682722123454749, 0.6827632138826707)"
4,0.014093546,0.028187092,"(0.6686307601995891, 0.7819798840789844, 0.5682722123454749, 0.8259642486819623)"
4,0.018569667,0.037139333,"(0.6686307601995891, 0.7909415194398055, 0.5682722123454749, 0.8170214008563262)"
4,0.023261658,0.046523316,"(0.6744880366679282, 0.7909415194398055, 0.555361524155454, 0.8170214008563262)"
4,0.01799049,0.03598098,"(0.6744880366679282, 0.7819846385955287, 0.555361524155454, 0.8291491919536044)"
4,0.032654122,0.065308244,"(0.6744880366679282, 0.8070337696022388, 0.5217561258416307, 0.8291491919536044)"
4,0.033770627,0.067541254,"(0.8276908310660205, 0.8070337696022388, 0.5217561258416307, 0.6774956948376165)"
4,0.040853059,0.081706117,"(0.8276908310660205, 0.8070337696022388, 0.5097381215052456, 0.6938074178562561)"
4,0.040830855,0.081661711,"(0.8276908310660205, 0.8012614113527021, 0.5097381215052456, 0.6994909626910696)"
4,0.040855792,0.081711584,"(0.8276908310660205, 0.6938471502590674, 0.5097381215052456, 0.8070049694189603)"
4,0.034734171,0.069468343,"(0.8396041753215888, 0.6938471502590674, 0.5097381215052456, 0.7944318316740844)"
4,0.036385996,0.072771993,"(0.7977463254136934, 0.6938471502590674, 0.5097381215052456, 0.8363113691449185)"
4,0.033063499,0.066126998,"(0.7917725858340805, 0.6938471502590674, 0.5097381215052456, 0.8436276183206692)"
4,0.039625407,0.079250815,"(0.8041548839296526, 0.6938471502590674, 0.5097381215052456, 0.8297622830511295)"
4,0.035238154,0.070476309,"(0.8016077265533715, 0.6938471502590674, 0.5247399759575759, 0.8297622830511295)"
4,0.028741216,0.057482431,"(0.8416729955516979, 0.6938471502590674, 0.5247399759575759, 0.7875306835164665)"
4,0.028871237,0.057742474,"(0.841257926096481, 0.6939521668427447, 0.5247399759575759, 0.7875306835164665)"
4,0.007236533,0.014473066,"(0.841257926096481, 0.6939521668427447, 0.7438308142332338, 0.5675789233223058)"
4,0.031371821,0.062743641,"(0.841257926096481, 0.6939521668427447, 0.5166896211482722, 0.789482663188942)"
4,0.036552215,0.07310443,"(0.8323194242138634, 0.6939521668427447, 0.5166896211482722, 0.8012657381301852)"
4,0.040615017,0.081230034,"(0.8323194242138634, 0.7110442995241991, 0.5175305445183565, 0.8012657381301852)"
4,0.04194764,0.083895279,"(0.8323194242138634, 0.7543369091657944, 0.5175305445183565, 0.7633036181712272)"
4,0.042029957,0.084059913,"(0.832219741792466, 0.7543369091657944, 0.5175305445183565, 0.7635332038149064)"
3,0.049689666,0.099379331,"(0.832219741792466, 0.4910643964306303, 0.7585095971328761, 0.7635332038149064)"
3,0.045519639,0.091039279,"(0.832219741792466, 0.4997298362360703, 0.7585095971328761, 0.7555185385387594)"
3,0.045678275,0.09135655,"(0.7585574657841597, 0.4997298362360703, 0.8316330681875419, 0.7555185385387594)"
4,0.044033281,0.088066562,"(0.7668760021890296, 0.5146283488589073, 0.8316330681875419, 0.7555185385387594)"
4,-0.00362117,0.00724234,"(0.6066614729935523, 0.6682913218049255, 0.8316330681875419, 0.7555185385387594)"
4,-0.001319478,0.002638955,"(0.6039499374599592, 0.6682913218049255, 0.8316330681875419, 0.762013773128069)"
4,0.041695849,0.083391698,"(0.5160109859176361, 0.7524136778711689, 0.8316330681875419, 0.762013773128069)"
4,0.060935502,0.121871004,"(0.5160109859176361, 0.7896439774497115, 0.7919047564077405, 0.762013773128069)"
4,0.056050464,0.112100927,"(0.5160109859176361, 0.8012872171280465, 0.7794862847727052, 0.762013773128069)"
4,0.041269959,0.082539918,"(0.5160109859176361, 0.7514918281676091, 0.8324147793151426, 0.762013773128069)"
4,0.058790348,0.117580696,"(0.5160109859176361, 0.7960535257104866, 0.7852121304947158, 0.762013773128069)"
4,0.064422169,0.128844337,"(0.7714617558044738, 0.7960535257104866, 0.7852121304947158, 0.5029316865003642)"
4,0.060529033,0.121058065,"(0.5116659389817007, 0.7960535257104866, 0.7852121304947158, 0.7646234649763612)"
4,0.030544667,0.061089335,"(0.7011851653160911, 0.7960535257104866, 0.7852121304947158, 0.5681651001225991)"
4,0.030954686,0.061909373,"(0.7011851653160911, 0.7956335161033591, 0.7864321962719066, 0.5681651001225991)"
4,0.046611855,0.093223709,"(0.5386059830765078, 0.7956335161033591, 0.7864321962719066, 0.7342547216562965)"
4,0.046629273,0.093258547,"(0.5386059830765078, 0.7956335161033591, 0.7327752265020179, 0.7879813661300763)"
4,0.033446448,0.066892896,"(0.7607898712422558, 0.7956335161033591, 0.7327752265020179, 0.5641457906201948)"
4,0.033881101,0.067762202,"(0.736401445049204, 0.7956335161033591, 0.7589022648135472, 0.5641457906201948)"
4,0.03034956,0.060699119,"(0.8027540110113148, 0.7293957754077272, 0.7589022648135472, 0.5641457906201948)"
4,0.038696759,0.077393517,"(0.7450428840147031, 0.7850123238323958, 0.7589022648135472, 0.5641457906201948)"
4,0.053711879,0.107423757,"(0.7787647748151791, 0.7850123238323958, 0.7589022648135472, 0.5378072013354679)"
4,0.053891751,0.107783502,"(0.7615861461738359, 0.7850123238323958, 0.7768003837394197, 0.5378072013354679)"
4,0.035366043,0.070732087,"(0.5756992131821603, 0.7850123238323958, 0.7768003837394197, 0.7253753268918923)"
4,0.035446422,0.070892844,"(0.5754652043227864, 0.7850123238323958, 0.7768878891270872, 0.7253753268918923)"
4,0.01108931,0.022178621,"(0.5754652043227864, 0.8353693962777676, 0.7768878891270872, 0.6783039528955588)"
4,0.011040292,0.022080585,"(0.5754652043227864, 0.776881366391848, 0.8355589454744583, 0.6783039528955588)"
4,0.010792453,0.021584906,"(0.5754652043227864, 0.7763543122840467, 0.8360232483653494, 0.6783039528955588)"
4,-0.004173213,0.008346427,"(0.6495166946843661, 0.7763543122840467, 0.8360232483653494, 0.6065406117903732)"
4,0.044238988,0.088477975,"(0.5137684598018493, 0.7763543122840467, 0.8360232483653494, 0.7503933459611389)"
4,0.042417164,0.084834328,"(0.7341859530669927, 0.7763543122840467, 0.8360232483653494, 0.5048483606392683)"
4,0.042758296,0.085516591,"(0.7341859530669927, 0.8352915935244782, 0.7769871840821547, 0.5048483606392683)"
4,0.05961227,0.11922454,"(0.7647255945421233, 0.7984153381784082, 0.7769871840821547, 0.5048483606392683)"
4,0.061090006,0.122180012,"(0.7647255945421233, 0.7984153381784082, 0.7796833077085406, 0.5016335398728575)"
4,0.054242524,0.108485048,"(0.8136757344604444, 0.7525960621042588, 0.7796833077085406, 0.5016335398728575)"
4,0.054270968,0.108541936,"(0.8134647114153983, 0.7525960621042588, 0.7796833077085406, 0.5017307862599721)"
4,0.014675283,0.029350566,"(0.8134647114153983, 0.6872656156323778, 0.7796833077085406, 0.5947830806282012)"
4,0.05338655,0.1067731,"(0.8134647114153983, 0.5007453103257481, 0.7796833077085406, 0.7480729134831537)"
4,0.04223159,0.08446318,"(0.8369186092391219, 0.5007453103257481, 0.7585173664347211, 0.7480729134831537)"
4,0.041629494,0.083258988,"(0.8369186092391219, 0.7574436860949179, 0.5020800145270856, 0.7480729134831537)"
4,0.019044921,0.038089843,"(0.8369186092391219, 0.7574436860949179, 0.5604956642208425, 0.7161502731619347)"
4,0.029515111,0.059030222,"(0.8369186092391219, 0.7574436860949179, 0.5242937117562817, 0.7218290780188144)"
4,0.041129331,0.082258662,"(0.8369186092391219, 0.7574436860949179, 0.7542097075964702, 0.5102174604529198)"
4,0.040835668,0.081671336,"(0.8369186092391219, 0.7574436860949179, 0.5040246504691993, 0.7468422448799135)"
4,0.040187061,0.080374123,"(0.7563008212306324, 0.8383701698992633, 0.5040246504691993, 0.7468422448799135)"
4,0.039023402,0.078046805,"(0.7563008212306324, 0.8383701698992633, 0.7422957124400332, 0.5041327539188455)"
4,0.043196199,0.086392398,"(0.7563008212306324, 0.8383701698992633, 0.5048606434934714, 0.7597147886059126)"
3,0.050102792,0.100205584,"(0.7707525543741922, 0.8383701698992633, 0.4916860045181417, 0.7597147886059126)"
3,0.048487893,0.096975787,"(0.49476078147667846, 0.8383701698992633, 0.7673677360192868, 0.7597147886059126)"
3,0.063086594,0.126173188,"(0.49476078147667846, 0.7866529758093483, 0.7673677360192868, 0.8069135551062561)"
3,0.054592825,0.109185649,"(0.49476078147667846, 0.7705961534915454, 0.7673677360192868, 0.824831809457136)"
4,0.044322992,0.088645984,"(0.5210229528444764, 0.7705961534915454, 0.7525505759365018, 0.824831809457136)"
4,0.04748849,0.09497698,"(0.5210229528444764, 0.7760284952386782, 0.7525505759365018, 0.8176021590281408)"
4,0.04816123,0.09632246,"(0.793206851874282, 0.7760284952386782, 0.7525505759365018, 0.5427272997297057)"
4,0.047456204,0.094912408,"(0.5541766355003009, 0.7760284952386782, 0.7525505759365018, 0.7845776188301006)"
4,0.048090305,0.09618061,"(0.7979345828739434, 0.7760284952386782, 0.7525505759365018, 0.5382832691230945)"
4,0.020869236,0.041738473,"(0.7202815655845267, 0.7760284952386782, 0.7525505759365018, 0.6133267012301276)"
4,0.043658956,0.087317913,"(0.5689623774004244, 0.7760284952386782, 0.7525505759365018, 0.7670761220299208)"
4,0.051875046,0.103750093,"(0.5476433826684663, 0.7760284952386782, 0.7640959409594096, 0.7670761220299208)"
4,0.052192417,0.104384833,"(0.7759411256597297, 0.5464612705062725, 0.7640959409594096, 0.7670761220299208)"
4,0.045879616,0.091759232,"(0.7515902094223381, 0.5464612705062725, 0.7886865961252767, 0.7670761220299208)"
4,0.052439638,0.104879276,"(0.7645879108725465, 0.5464612705062725, 0.7754442095640748, 0.7670761220299208)"
4,0.052433703,0.104867406,"(0.7636052658857676, 0.5464612705062725, 0.7754442095640748, 0.7680350257069408)"
4,0.050222672,0.100445345,"(0.7636052658857676, 0.7631258232025797, 0.5578053740301278, 0.7680350257069408)"
4,0.022774277,0.045548554,"(0.7636052658857676, 0.7106552608945466, 0.5578053740301278, 0.8253580445126988)"
4,0.024209092,0.048418183,"(0.7655635660794732, 0.7106552608945466, 0.5540244159710861, 0.8253580445126988)"
4,0.024525304,0.049050609,"(0.7655635660794732, 0.7106552608945466, 0.5568692882636321, 0.8212483215261379)"
4,-0.010454658,0.020909317,"(0.7655635660794732, 0.7106552608945466, 0.6855651502863533, 0.6986548220028012)"
4,0.015328558,0.030657117,"(0.7655635660794732, 0.7997862995879655, 0.6855651502863533, 0.5900281834932721)"
4,0.017834131,0.035668261,"(0.7655635660794732, 0.7997862995879655, 0.5848279981302262, 0.6903872538807997)"
4,0.01833299,0.036665981,"(0.7859742988826087, 0.7997862995879655, 0.5848279981302262, 0.6719719602652292)"
4,0.018465462,0.036930923,"(0.7537738241548155, 0.7997862995879655, 0.5848279981302262, 0.7047023200649768)"
4,0.018465462,0.036930923,"(0.7537738241548155, 0.7997862995879655, 0.5848279981302262, 0.7047023200649768)"
4,0.035372475,0.07074495,"(0.7537738241548155, 0.7997862995879655, 0.5631809815174429, 0.7506833566478542)"
4,0.038655281,0.077310561,"(0.7537738241548155, 0.7575901691540684, 0.5631809815174429, 0.7935618890069379)"
4,0.040356216,0.080712432,"(0.7537738241548155, 0.7575901691540684, 0.7773110982371928, 0.5726280310832319)"
4,0.036146235,0.07229247,"(0.7537738241548155, 0.7575901691540684, 0.554152176936987, 0.8126268755311609)"
4,0.034743993,0.069487986,"(0.7537738241548155, 0.5601728947403883, 0.7580019175294852, 0.8126268755311609)"
4,0.02809681,0.05619362,"(0.7537738241548155, 0.5601728947403883, 0.8268443454762651, 0.745630655712094)"
4,0.007034755,0.01406951,"(0.7537738241548155, 0.7031354410485566, 0.6668532528578978, 0.745630655712094)"
