North Carolina:

GOV08 0.4829629145975331
SEN08 0.45673599681144855
SEN10 0.5601710775404097
GOV12 0.5586767569193218
SEN14 0.5083474547537491
PRES12 0.5108208674447118
PRES16 0.5197610606896598
SEN16 0.5302232756777002
GOV16 0.4995276758868859

Texas:

PRES12 0.5800606546368854
SEN12 0.5815215113037573
SEN14 0.6417480614626032
GOV14 0.6037190592068716
PRES16 0.5471075743110712

Utah:

PRES16 0.6237493672664214
SEN16 0.715525809773336
GOV16 0.6991246266488899
